episode,training_reward,training_loss,expected_return,sharpe_ratio,win_rate
1,1.2,,2.0,0.0,1.0
2,-1.8099999999999998,,-1.0,-0.03333333333333333,0.5
3,1.0466666666666666,,0.0,0.0,0.6666666666666666
4,-1.4414483600453403,,-0.75,-0.027050089040022967,0.5
5,-1.0599735679376383,,-1.0,-0.039528470752104736,0.4
6,-1.1853456296153904,,-1.1666666666666667,-0.04987293499153675,0.3333333333333333
7,-1.18499328504085,,-1.2857142857142858,-0.05883484054145523,0.2857142857142857
8,-1.7245779413123188,,-1.5,-0.07071067811865475,0.25
9,-1.7566575277163219,,-1.6666666666666667,-0.08111071056538127,0.2222222222222222
10,-2.2829641836070858,,-1.9,-0.09173286442120085,0.2
11,-1.8047925865990875,,-2.0,-0.1,0.18181818181818182
12,-0.8203264645715831,,-1.9166666666666667,-0.09906801321840804,0.16666666666666666
13,0.7065207881594949,,-1.6153846153846154,-0.07577722283113839,0.23076923076923078
14,2.772542842010438,,-1.0714285714285714,-0.03772465911208926,0.2857142857142857
15,-0.7020273255192425,,-1.0666666666666667,-0.038874362459989,0.26666666666666666
16,-1.7182015549616116,,-1.1875,-0.04401970963427134,0.25
17,-1.2332108447808179,,-1.2352941176470589,-0.047075263164533136,0.23529411764705882
18,0.2782908143548233,,-1.1111111111111112,-0.042717882885838054,0.2777777777777778
19,-1.2101200359526831,,-1.1578947368421053,-0.0455964669759323,0.2631578947368421
20,0.7999067336395344,,-1.0,-0.03892494720807615,0.3
21,1.8332644459556098,,-0.7619047619047619,-0.02797134405100262,0.3333333333333333
22,-2.1577193352872284,,-0.9090909090909091,-0.033113308926626096,0.3181818181818182
23,-2.172272334870628,,-1.0434782608695652,-0.0378339996671659,0.30434782608695654
24,-3.185983773524195,,-1.25,-0.04346456908498085,0.2916666666666667
25,-0.6975724952812626,,-1.24,-0.04399930407478361,0.28
26,2.8125551455642777,,-0.9615384615384616,-0.03107328763403473,0.3076923076923077
27,0.3383710775725402,,-0.8888888888888888,-0.029057308491685918,0.3333333333333333
28,1.8606445118388806,,-0.7142857142857143,-0.02276257268029927,0.35714285714285715
29,0.3814105572677647,,-0.6551724137931034,-0.021139839054409755,0.3793103448275862
30,-0.6145133267075189,,-0.6666666666666666,-0.021873931962990353,0.36666666666666664
31,-1.1250392273335752,,-0.7096774193548387,-0.02359732760770793,0.3548387096774194
32,-1.1352230817009434,,-0.75,-0.02526455763199557,0.34375
33,-0.7145991961073975,,-0.7575757575757576,-0.02591264953844507,0.3333333333333333
34,-1.653533091171549,,-0.8235294117647058,-0.028347981164103392,0.3235294117647059
35,-0.7411518965037057,,-0.8285714285714286,-0.028936409770980404,0.3142857142857143
36,1.3428763851486991,,-0.7222222222222222,-0.02496770322541978,0.3333333333333333
37,-3.1531372616708566,,-0.8648648648648649,-0.02903337922097829,0.32432432432432434
38,-1.1617789062717319,,-0.8947368421052632,-0.03038137236284156,0.3157894736842105
39,0.3418484952120428,,-0.8461538461538461,-0.028954052953740983,0.3333333333333333
40,1.8573562448786778,,-0.725,-0.024302908561777505,0.35
41,-3.2063741573763993,,-0.8536585365853658,-0.027925926976636893,0.34146341463414637
42,-1.6473937311000137,,-0.9047619047619048,-0.02978217398004865,0.3333333333333333
43,-1.1546496391875558,,-0.9302325581395349,-0.03093626155469887,0.32558139534883723
44,-1.161395315159926,,-0.9545454545454546,-0.03206574035259425,0.3181818181818182
45,0.8420246240598922,,-0.8888888888888888,-0.029872381467967425,0.3333333333333333
46,-0.6542788243045944,,-0.8913043478260869,-0.030284086020776792,0.32608695652173914
47,0.8490566048548249,,-0.8297872340425532,-0.0282105490453174,0.3404255319148936
48,-2.1480833491619804,,-0.8958333333333334,-0.030412435158920326,0.3333333333333333
49,-0.6544181892766054,,-0.8979591836734694,-0.030800123200739205,0.32653061224489793
