episode,training_reward,training_loss,expected_return,sharpe_ratio,win_rate
1,0.0,,1.0,0.0,1.0
2,0.1,,0.5,0.1,0.5
3,0.3069044967649698,,1.3333333333333333,0.10690449676496976,0.6666666666666666
4,0.24106857541495713,,1.5,0.1341640786499874,0.75
5,0.23706322973549268,,1.2,0.10289915108550529,0.6
6,0.18950169146394916,,1.0,0.08660254037844387,0.5
7,0.16280261657855816,,0.8571428571428571,0.0762000762001143,0.42857142857142855
8,0.14502479636128282,,0.75,0.06882472016116851,0.375
9,0.14963692372534537,,0.8888888888888888,0.08081220356417686,0.4444444444444444
10,0.22057504160301006,,0.7,0.05895063447465633,0.4
11,0.1621338557957818,,0.5454545454545454,0.044232586846469135,0.36363636363636365
12,0.09931169236905854,,0.75,0.05507910552258941,0.4166666666666667
13,0.1073905429573081,,0.6923076923076923,0.05231143743471868,0.38461538461538464
14,0.1315636701734536,,0.42857142857142855,0.026940795304016236,0.35714285714285715
15,0.052905334648491176,,0.4,0.025964539344474936,0.3333333333333333
16,0.05105179964468766,,0.375,0.025087260300212723,0.3125
17,0.0493805502055802,,0.35294117647058826,0.02429328990536748,0.29411764705882354
18,0.04786351594491906,,0.3333333333333333,0.02357022603955158,0.2777777777777778
19,0.04647833248918795,,0.3157894736842105,0.022908106449636374,0.2631578947368421
20,0.045206930837051365,,0.3,0.022298824387414987,0.25
21,0.050270168438417605,,0.38095238095238093,0.027971344051002617,0.2857142857142857
22,0.08322246168082417,,0.36363636363636365,0.027279773578818937,0.2727272727272727
23,0.04604811099151457,,0.2608695652173913,0.018768337412695634,0.2608695652173913
24,0.03382338900418758,,0.20833333333333334,0.015055051591491947,0.25
25,0.029799247206981662,,0.2,0.014744195615489713,0.24
26,0.02301082309231161,,0.11538461538461539,0.008266627476821895,0.23076923076923078
27,0.008266627476821895,,0.0,0.0,0.2222222222222222
28,0.0,,0.0,0.0,0.21428571428571427
29,0.0,,0.0,0.0,0.20689655172413793
30,0.0,,0.0,0.0,0.2
31,0.004494665749754947,,0.06451612903225806,0.004494665749754947,0.22580645161290322
32,0.008918405301793036,,0.0625,0.004423739552038088,0.21875
33,0.0023858916871900325,,-0.030303030303030304,-0.0020378478648480558,0.21212121212121213
