episode,training_reward,training_loss,expected_return,sharpe_ratio,win_rate
1,-1.2,,-2.0,0.0,0.0
2,0.29,,-0.5,-0.03333333333333333,0.5
3,-1.6002006028832487,,-1.3333333333333333,-0.0784464540552736,0.3333333333333333
4,1.3164539397233368,,-0.25,-0.010482848367219183,0.5
5,-1.5531448545101658,,-0.8,-0.03333333333333334,0.4
6,0.9458791830815393,,-0.3333333333333333,-0.013736056394868901,0.5
7,0.5225828932338739,,-0.14285714285714285,-0.006225728063646903,0.5714285714285714
8,-0.4233529711581343,,-0.25,-0.011547005383792514,0.5
9,-0.5305529664712829,,-0.3333333333333333,-0.01622214211307625,0.4444444444444444
10,-1.5756312868179176,,-0.6,-0.028474739872574973,0.4
11,-0.11120290321923391,,-0.5454545454545454,-0.027050089040022967,0.36363636363636365
12,1.4005420837940676,,-0.25,-0.011547005383792514,0.4166666666666667
13,0.44562705943689285,,-0.15384615384615385,-0.007302967433402215,0.46153846153846156
14,-1.0502580664450296,,-0.2857142857142857,-0.013703774196550634,0.42857142857142855
15,-1.5792708467843444,,-0.4666666666666667,-0.021960953179835548,0.4
16,-1.104659683173956,,-0.5625,-0.026904657400017802,0.375
17,-1.6850129441511223,,-0.7058823529411765,-0.03348873433115686,0.35294117647058826
18,0.37789399768956694,,-0.6111111111111112,-0.02930469384958951,0.3888888888888889
19,0.4075255562144352,,-0.5263157894736842,-0.02553214605940826,0.42105263157894735
20,0.4341325224958632,,-0.45,-0.022096287726310636,0.45
21,-1.0630001859668983,,-0.5238095238095238,-0.025999570258588605,0.42857142857142855
22,1.4402539743002816,,-0.36363636363636365,-0.017309692896316616,0.45454545454545453
23,1.464918763103235,,-0.21739130434782608,-0.010036195573796253,0.4782608695652174
24,0.48595088272561904,,-0.16666666666666666,-0.007808688094430302,0.5
25,-1.5165674506565525,,-0.28,-0.012940792666314377,0.48
26,0.48487649137281036,,-0.23076923076923078,-0.010804236090984298,0.5
27,-1.5185190495608607,,-0.3333333333333333,-0.015430334996209188,0.48148148148148145
28,-0.5313644170328805,,-0.35714285714285715,-0.016807316136320357,0.4642857142857143
29,-1.5462932107992136,,-0.4482758620689655,-0.02091882166729793,0.4482758620689655
30,-1.0876552795156198,,-0.5,-0.023526698345823,0.43333333333333335
